
                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
3DP.Utilization                             .34298     (Corr)     .00000     1.0000     .00000    
Scanner.NumberBusy                          .31744     (Corr)     .00000     1.0000     1.0000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31744     (Corr)     .00000     1.0000     1.0000    
Denture doctor.NumberBusy                   .42918     (Corr)     .00000     1.0000     .00000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .42918     (Corr)     .00000     1.0000     .00000    
orthodontist doctor.NumberBusy              .46728     (Corr)     .00000     1.0000     1.0000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .46728     (Corr)     .00000     1.0000     1.0000    
polisher.NumberBusy                         .06506     (Corr)     .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .06506     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .15647     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .15647     (Corr)     .00000     1.0000     .00000    
photographer.NumberBusy                     .07393     (Corr)     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07393     (Corr)     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .84627     (Corr)     .00000     1.0000     1.0000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .84627     (Corr)     .00000     1.0000     1.0000    
UV machine.NumberBusy                       .03019     (Corr)     .00000     1.0000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .03019     (Corr)     .00000     1.0000     .00000    
Addmission Worker.NumberBusy                .31250      6.4166E-4 .00000     1.0000     .00000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31250      6.4166E-4 .00000     1.0000     .00000    
brush.NumberBusy                            .08515     .00311     .00000     1.0000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .08515     .00311     .00000     1.0000     .00000    
Thermoforming machine.NumberBusy            .22123     .00787     .00000     1.0000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .22123     .00787     .00000     1.0000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 1.8456     .14296     .00000     5.0000     1.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 1.2414     (Corr)     .00000     4.0000     2.0000    
sature.Queue.NumberInQueue                  1.1540     (Corr)     .00000     13.000     .00000    
implant fixture polishing.Queue.NumberInQu  .00714     .00144     .00000     5.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue   7.5382E-4 (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue       8.9838E-4 (Insuf)    .00000     3.0000     .00000    
Dentures Examination.Queue.NumberInQueue    .14044     (Corr)     .00000     5.0000     .00000    
join patient crown and fixture.Queue.Numbe  .67076     .12034     .00000     10.000     .00000    
Hold for call.Queue.NumberInQueue           572.46     (Corr)     .00000     804.00     773.00    
normal sonication and immersion.Queue.Numb  .00192     (Insuf)    .00000     2.0000     .00000    
Match 6.Queue1.NumberInQueue                1.3673     (Corr)     .00000     43.000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .04546     (Corr)     .00000     3.0000     .00000    
crowns post cure.Queue.NumberInQueue        .00148     (Insuf)    .00000     1.0000     .00000    
aligners brush.Queue.NumberInQueue          .00505      7.4261E-4 .00000     1.0000     .00000    
Implanr examination 1.Queue.NumberInQueue   4.4081     (Corr)     .00000     29.000     16.000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 4.1468     .27241     .00000     10.000     6.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00453     (Insuf)    .00000     1.0000     .00000    
Match 3.Queue1.NumberInQueue                .07429     (Corr)     .00000     4.0000     .00000    
Match 3.Queue2.NumberInQueue                .05292     (Corr)     .00000     4.0000     .00000    
immediate implant brush.Queue.NumberInQueu   9.6507E-5 (Insuf)    .00000     1.0000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .01367     (Corr)     .00000     2.0000     .00000    
join patient and crown.Queue.NumberInQueue  .84439     (Corr)     .00000     11.000     .00000    
Hold 6.Queue.NumberInQueue                  .25259     (Corr)     .00000     5.0000     .00000    
Hold 2.Queue.NumberInQueue                  5.5073     (Corr)     .00000     43.000     .00000    
Hold 1.Queue.NumberInQueue                  2.9141     (Corr)     .00000     17.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .01959     .00190     .00000     2.0000     .00000    
3DP dentures base.Queue.NumberInQueue       .01526     (Insuf)    .00000     1.0000     .00000    
3DP aligners.Queue.NumberInQueue            .11266     .01718     .00000     4.0000     .00000    
Batch 8.Queue.NumberInQueue                 7.6032     .14157     .00000     16.000     12.000    
3DP crown.Queue.NumberInQueue               .01326     (Insuf)    .00000     1.0000     .00000    
dentures post cure.Queue.NumberInQueue      .04702     (Corr)     .00000     4.0000     .00000    
normal implant fixture polishing.Queue.Num  .03840     (Corr)     .00000     5.0000     .00000    
examination by orthodentics.Queue.NumberIn  .19895     .01609     .00000     7.0000     .00000    
immediate crown polish.Queue.NumberInQueue  .01279     .00205     .00000     10.000     .00000    
join patient and fixture.Queue.NumberInQue  1.4190     (Corr)     .00000     12.000     .00000    
aligners post cure.Queue.NumberInQueue      .01674     (Corr)     .00000     2.0000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00228     (Insuf)    .00000     1.0000     .00000    
restoration.Queue.NumberInQueue             3.6683     .09585     .00000     16.000     .00000    
normal sonication and acid etched.Queue.Nu  .00573     (Insuf)    .00000     2.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.2414     (Corr)     .00000     4.0000     2.0000    
scanning process.Queue.NumberInQueue        .04703     (Corr)     .00000     4.0000     .00000    
crowns brush.Queue.NumberInQueue             1.8831E-4 (Insuf)    .00000     1.0000     .00000    
implant post cure.Queue.NumberInQueue        1.6209E-4 (Insuf)    .00000     1.0000     .00000    
Orthodentics Examination.Queue.NumberInQue  .11391     .01589     .00000     3.0000     .00000    
Implant examinatio 3.Queue.NumberInQueue    2.6917     (Corr)     .00000     25.000     13.000    
Implant examinatio 2.Queue.NumberInQueue    .58956     (Corr)     .00000     7.0000     4.0000    
scanning2.Queue.NumberInQueue               .00672     .00103     .00000     2.0000     .00000    
Match 1.Queue1.NumberInQueue                2.3117     .23484     .00000     10.000     5.0000    
Match 1.Queue2.NumberInQueue                .00156     (Insuf)    .00000     5.0000     .00000    
Denture installation.Queue.NumberInQueue    .30952     (Corr)     .00000     8.0000     .00000    
crowns polishing.Queue.NumberInQueue        .23006     .00686     .00000     16.000     .00000    
Restoration Examination.Queue.NumberInQueu   8.8232E-6 (Insuf)    .00000     1.0000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .05020     (Corr)     .00000     2.0000     .00000    
sonication and acid etched.Queue.NumberInQ  .00261     (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .01804     (Insuf)    .00000     2.0000     .00000    
Batch 4.Queue.NumberInQueue                 1.9084     .09574     .00000     5.0000     1.0000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

immediate_implant_count                         470  Infinite
denture_count                                  2108  Infinite
restoration_count                              5296  Infinite
two_stage_count                                1111  Infinite
ortho_count                                    2582  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           2.0000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     9384.0    
Implant type 2.NumberOut                    6574.0    
Implant type 1.NumberIn                     2510.0    
Implant type 1.NumberOut                    2423.0    
patient.NumberIn                            13142.    
patient.NumberOut                           13142.    
dentures_patient.NumberIn                   12102.    
dentures_patient.NumberOut                  11165.    
Implant_patient.NumberIn                    2634.0    
Implant_patient.NumberOut                   2413.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               7753.0    
orthodontics_patient.NumberOut              7611.0    
restorative_patient.NumberIn                16248.    
restorative_patient.NumberOut               16111.    
post curing machine.NumberSeized            5070.0    
post curing machine.ScheduledUtilization    .23642    
Restoration doctor 2.NumberSeized           2750.0    
Restoration doctor 2.ScheduledUtilization   .15728    
Restoration doctor 1.NumberSeized           7857.0    
Restoration doctor 1.ScheduledUtilization   .64999    
3DP.NumberSeized                            4721.0    
3DP.ScheduledUtilization                    .34298    
Scanner.NumberSeized                        14275.    
Scanner.ScheduledUtilization                .31744    
Denture doctor.NumberSeized                 4719.0    
Denture doctor.ScheduledUtilization         .42918    
orthodontist doctor.NumberSeized            5168.0    
orthodontist doctor.ScheduledUtilization    .46728    
polisher.NumberSeized                       11399.    
polisher.ScheduledUtilization               .06506    
ultra sonic cleaner.NumberSeized            3994.0    
ultra sonic cleaner.ScheduledUtilization    .15647    
photographer.NumberSeized                   2585.0    
photographer.ScheduledUtilization           .07393    
Implant doctor.NumberSeized                 10402.    
Implant doctor.ScheduledUtilization         .84627    
UV machine.NumberSeized                     2108.0    
UV machine.ScheduledUtilization             .03019    
Addmission Worker.NumberSeized              13142.    
Addmission Worker.ScheduledUtilization      .31250    
brush.NumberSeized                          2962.0    
brush.ScheduledUtilization                  .08515    
Thermoforming machine.NumberSeized          2584.0    
Thermoforming machine.ScheduledUtilization  .22123    
System.NumberOut                            11567.    


                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 4 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

tis_twostage_implant                         2.3147E+5 (Corr)      1.4941E+5  5.2369E+5   1118    
tis_immediate_implant                       35006.     (Corr)     985.18      3.0285E+5    440    
tis_ortho_patients                          872.01     8.3722     443.08     1514.1       2603    
tis_restoration                             1799.8     19.921     453.43     3711.5       5312    
tis_denture                                  1.0186E+5 681.56     81522.      1.2311E+5   2052    
Entity 1.VATime                                 --         --         --         --          0
Entity 1.NVATime                                --         --         --         --          0
Entity 1.WaitTime                               --         --         --         --          0
Entity 1.TranTime                               --         --         --         --          0
Entity 1.OtherTime                              --         --         --         --          0
Entity 1.TotalTime                              --         --         --         --          0
immediate implant 1.VATime                      --         --         --         --          0
immediate implant 1.NVATime                     --         --         --         --          0
immediate implant 1.WaitTime                    --         --         --         --          0
immediate implant 1.TranTime                    --         --         --         --          0
immediate implant 1.OtherTime                   --         --         --         --          0
immediate implant 1.TotalTime                   --         --         --         --          0
Implant type 2.VATime                       96666.     (Corr)     15012.      6.3090E+5   1118    
Implant type 2.NVATime                      .00000     .00000     .00000     .00000       1118    
Implant type 2.WaitTime                      2.0411E+5 (Corr)      1.3369E+5  3.3653E+5   1118    
Implant type 2.TranTime                     92.915     1.0135     60.000     100.00       1118    
Implant type 2.OtherTime                    .00000     .00000     .00000     .00000       1118    
Implant type 2.TotalTime                     2.4325E+5 (Corr)      1.4941E+5  5.2369E+5   1118    
Implant type 1.VATime                       30304.     (Corr)     286.36      4.4411E+5    440    
Implant type 1.NVATime                      .00000     .00000     .00000     .00000        440    
Implant type 1.WaitTime                     20186.     2058.7     1877.2      1.0738E+5    440    
Implant type 1.TranTime                     48.909     .51934     30.000     50.000        440    
Implant type 1.OtherTime                    .00000     .00000     .00000     .00000        440    
Implant type 1.TotalTime                    43666.     (Corr)     1582.7      3.0285E+5    440    
patient.VATime                                  --         --         --         --          0
patient.NVATime                                 --         --         --         --          0
patient.WaitTime                                --         --         --         --          0
patient.TranTime                                --         --         --         --          0
patient.OtherTime                               --         --         --         --          0
patient.TotalTime                               --         --         --         --          0
dentures_patient.VATime                      1.1580E+5 (Corr)     81075.      3.6590E+5   2052    
dentures_patient.NVATime                    .00000     .00000     .00000     .00000       2052    
dentures_patient.WaitTime                   2040.6     100.76     588.36     39640.       2052    
dentures_patient.TranTime                   48.430     (Corr)     30.000     50.000       2052    
dentures_patient.OtherTime                  .00000     .00000     .00000     .00000       2052    
dentures_patient.TotalTime                   1.0880E+5 (Corr)     81522.      2.5901E+5   2052    
Implant_patient.VATime                          --         --         --         --          0
Implant_patient.NVATime                         --         --         --         --          0
Implant_patient.WaitTime                        --         --         --         --          0
Implant_patient.TranTime                        --         --         --         --          0
Implant_patient.OtherTime                       --         --         --         --          0
Implant_patient.TotalTime                       --         --         --         --          0
two stage implant 2.VATime                      --         --         --         --          0
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                 12444.     (Corr)     276.01      2.5870E+5   2603    
orthodontics_patient.NVATime                .00000     .00000     .00000     .00000       2603    
orthodontics_patient.WaitTime               1660.4     92.615     378.55     33032.       2603    
orthodontics_patient.TranTime               48.693     (Corr)     30.000     50.000       2603    
orthodontics_patient.OtherTime              .00000     .00000     .00000     .00000       2603    
orthodontics_patient.TotalTime              13281.     (Corr)     443.08      2.5906E+5   2603    
restorative_patient.VATime                  8295.9     (Corr)     242.15      2.5829E+5   5312    
restorative_patient.NVATime                 .00000     .00000     .00000     .00000       5312    
restorative_patient.WaitTime                2831.4     84.630     736.74     50388.       5312    
restorative_patient.TranTime                49.171     (Corr)     30.000     50.000       5312    
restorative_patient.OtherTime               .00000     .00000     .00000     .00000       5312    
restorative_patient.TotalTime               10028.     (Corr)     628.23      2.5915E+5   5312    
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      13141    
Batch 2.Queue.WaitingTime                   2136.2     304.97     .00000     12000.        445    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                   322.92     (Corr)     .00000     3600.0       2052    
sature.Queue.WaitingTime                    353.08     (Corr)     .00000     2525.2       1892    
implant fixture polishing.Queue.WaitingTim  9.5658     1.4397     .00000     53.972        445    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  6.5391     (Insuf)    .00000     35.816         89    
Dentures polishing.Queue.WaitingTime        .42232     .21169     .00000     48.000       2052    
Dentures Examination.Queue.WaitingTime      25.760     (Corr)     .00000     360.52       2534    
join patient crown and fixture.Queue.Waiti  812.92     (Corr)     .00000     2643.0        440    
Hold for call.Queue.WaitingTime             16917.     (Corr)     270.29      2.6004E+5  13482    
normal sonication and immersion.Queue.Wait  1.7095     (Corr)     .00000     68.085        615    
Match 6.Queue1.WaitingTime                  53.322     .10231     40.065     69.772      13482    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000      13482    
dentures UV curing.Queue.WaitingTime        11.115     .10507     .00000     29.630       2052    
crowns post cure.Queue.WaitingTime          3.3563     .91937     .00000     41.993        333    
aligners brush.Queue.WaitingTime            1.0103     .11091     .00000     22.240       2605    
Implanr examination 1.Queue.WaitingTime     1330.6     (Corr)     .00000     9728.5       2620    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                   4711.0     679.46     .00000     24000.        440    
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       2606    
immediate fixtures 3DP.Queue.WaitingTime    27.816     (Insuf)    .00000     179.68         89    
Match 3.Queue1.WaitingTime                  18.010     1.9375     .00000     97.850       2052    
Match 3.Queue2.WaitingTime                  14.675     1.5980     .00000     47.601       2052    
immediate implant brush.Queue.WaitingTime   .29621     (Insuf)    .00000     12.130         44    
aligners ultra sonic.Queue.WaitingTime      2.9523     .41937     .00000     87.592       2605    
join patient and crown.Queue.WaitingTime    422.93     79.821     .00000     2419.1       1118    
Hold 6.Queue.WaitingTime                    120.68     3.8888     .21145     239.90       1120    
Hold 2.Queue.WaitingTime                    215.05     5.3347     .10408     479.87      13500    
Hold 1.Queue.WaitingTime                    123.32     1.4872     .03040     239.99      12402    
aligners thermoforming.Queue.WaitingTime    4.1553     .23343     .00000     45.000       2605    
3DP dentures base.Queue.WaitingTime         15.571     2.8572     .00000     163.65        513    
3DP aligners.Queue.WaitingTime              21.845     (Corr)     .00000     273.96       2605    
Batch 8.Queue.WaitingTime                   726.12     18.572     .00000     2640.0       5328    
3DP crown.Queue.WaitingTime                 23.366     4.8077     .00000     213.75        333    
dentures post cure.Queue.WaitingTime        11.897     .40794     .00000     66.803       2052    
normal implant fixture polishing.Queue.Wai  6.6770     .35457     .00000     60.000       3075    
examination by orthodentics.Queue.WaitingT  41.982     2.1070     .00000     235.35       2603    
immediate crown polish.Queue.WaitingTime    16.058     1.8274     .00000     50.000        440    
join patient and fixture.Queue.WaitingTime  405.65     (Corr)     .00000     2571.7       1957    
aligners post cure.Queue.WaitingTime        3.3856     .16979     .00000     47.851       2605    
immediate crowns 3DP.Queue.WaitingTime      38.527     (Insuf)    .00000     190.19         44    
restoration.Queue.WaitingTime               363.01     3.0537     .00000     773.98       5312    
normal sonication and acid etched.Queue.Wa  5.0813     1.1332     .00000     55.000        615    
Batch 6.Queue.WaitingTime                   322.92     (Corr)     .00000     3600.0       2052    
scanning process.Queue.WaitingTime          1.9488     (Corr)     .00000     57.916      12403    
crowns brush.Queue.WaitingTime              .32430     .24128     .00000     21.745        333    
implant post cure.Queue.WaitingTime         3.9365     (Insuf)    .00000     45.598         44    
Orthodentics Examination.Queue.WaitingTime  25.718     3.1326     .00000     461.01       2607    
Implant examinatio 3.Queue.WaitingTime      1200.7     (Corr)     .00000     9510.4       1961    
Implant examinatio 2.Queue.WaitingTime      1174.4     (Corr)     .00000     9158.5        448    
scanning2.Queue.WaitingTime                 2.0389     .15031     .00000     14.544       1892    
Match 1.Queue1.WaitingTime                  2608.6     419.64     .00000     15089.        440    
Match 1.Queue2.WaitingTime                  3.4673     1.2344     .00000     35.122        440    
Denture installation.Queue.WaitingTime      74.658     3.1579     .00000     397.78       2052    
crowns polishing.Queue.WaitingTime          22.879     .19668     .00000     59.249       5328    
Restoration Examination.Queue.WaitingTime    4.9320E-4  6.9358E-4 .00000     1.3490       5335    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime        48.852     3.8828     .00000     209.65        513    
sonication and acid etched.Queue.WaitingTi  19.269     (Insuf)    .00000     55.000         89    
normal fixtures 3DP.Queue.WaitingTime       15.090     (Corr)     .00000     190.09        615    
Batch 4.Queue.WaitingTime                   331.42     (Corr)     .00000     3840.0       3075    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Dentures revenue Value                       1.9957E+5 (Corr)     .00000      4.7237E+5  4.7237E+5
Restoration revenue Value                    1.0649E+5 (Corr)     .00000      2.1280E+5  2.1280E+5
Implant revenue Value                        1.2831E+5 (Corr)     .00000      3.2978E+5  3.2978E+5
Orthodontics revenue Value                   9.2654E+5 (Corr)     .00000      1.8400E+6  1.8400E+6
Entity 1.WIP                                2.0000     (Insuf)    .00000     2.0000     2.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          2154.4     (Corr)     .00000     3030.0     2926.0    
Implant type 1.WIP                          75.341     (Corr)     .00000     164.00     129.00    
patient.WIP                                 .31244      6.6613E-4 .00000     1.0000     .00000    
dentures_patient.WIP                        646.44     (Corr)     .00000     879.00     778.00    
Implant_patient.WIP                         164.87     (Corr)     .00000     259.00     255.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    125.20     (Corr)     .00000     188.00     133.00    
restorative_patient.WIP                     134.35     (Corr)     .00000     203.00     160.00    
post curing machine.NumberBusy              .23594     (Corr)     .00000     1.0000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .23594     (Corr)     .00000     1.0000     .00000    
Restoration doctor 2.NumberBusy             .15624     .00648     .00000     1.0000     .00000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .15624     .00648     .00000     1.0000     .00000    
Restoration doctor 1.NumberBusy             .65292     .01067     .00000     1.0000     .00000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .65292     .01067     .00000     1.0000     .00000    
3DP.NumberBusy                              .68257     (Corr)     .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .34129     (Corr)     .00000     1.0000     .00000    
Scanner.NumberBusy                          .31769     (Corr)     .00000     1.0000     1.0000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31769     (Corr)     .00000     1.0000     1.0000    
Denture doctor.NumberBusy                   .41641     (Corr)     .00000     1.0000     .00000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .41641     (Corr)     .00000     1.0000     .00000    
orthodontist doctor.NumberBusy              .47073     .01726     .00000     1.0000     1.0000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .47073     .01726     .00000     1.0000     1.0000    
polisher.NumberBusy                         .06473     (Corr)     .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .06473     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .15672     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .15672     (Corr)     .00000     1.0000     .00000    
photographer.NumberBusy                     .07446     (Corr)     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07446     (Corr)     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .84305     (Corr)     .00000     1.0000     1.0000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .84305     (Corr)     .00000     1.0000     1.0000    
UV machine.NumberBusy                       .02916     (Corr)     .00000     1.0000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .02916     (Corr)     .00000     1.0000     .00000    
Addmission Worker.NumberBusy                .31244      6.6613E-4 .00000     1.0000     .00000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31244      6.6613E-4 .00000     1.0000     .00000    
brush.NumberBusy                            .08499     .00311     .00000     1.0000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .08499     .00311     .00000     1.0000     .00000    
Thermoforming machine.NumberBusy            .22303     .00830     .00000     1.0000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .22303     .00830     .00000     1.0000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 1.8222     .16061     .00000     5.0000     3.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 1.2616     (Corr)     .00000     4.0000     1.0000    
sature.Queue.NumberInQueue                  1.2710     (Corr)     .00000     15.000     .00000    
implant fixture polishing.Queue.NumberInQu  .00810     .00186     .00000     5.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue  .00111     (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue      .00165     (Insuf)    .00000     3.0000     .00000    
Dentures Examination.Queue.NumberInQueue    .12420     (Corr)     .00000     4.0000     .00000    
join patient crown and fixture.Queue.Numbe  .68053     .13120     .00000     10.000     .00000    
Hold for call.Queue.NumberInQueue           584.61     (Corr)     .00000     847.00     812.00    
normal sonication and immersion.Queue.Numb  .00200     (Insuf)    .00000     1.0000     .00000    
Match 6.Queue1.NumberInQueue                1.3677     (Corr)     .00000     40.000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .04340     (Corr)     .00000     3.0000     .00000    
crowns post cure.Queue.NumberInQueue        .00213     (Insuf)    .00000     1.0000     .00000    
aligners brush.Queue.NumberInQueue          .00501      6.3263E-4 .00000     1.0000     .00000    
Implanr examination 1.Queue.NumberInQueue   6.9819     (Corr)     .00000     60.000     44.000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 4.0138     .26159     .00000     10.000     8.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00471     (Insuf)    .00000     1.0000     .00000    
Match 3.Queue1.NumberInQueue                .07032     (Corr)     .00000     4.0000     .00000    
Match 3.Queue2.NumberInQueue                .05730     (Corr)     .00000     4.0000     .00000    
immediate implant brush.Queue.NumberInQueu   2.4797E-5 (Insuf)    .00000     1.0000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .01463     .00240     .00000     2.0000     .00000    
join patient and crown.Queue.NumberInQueue  .89961     (Corr)     .00000     19.000     .00000    
Hold 6.Queue.NumberInQueue                  .25717     (Corr)     .00000     5.0000     .00000    
Hold 2.Queue.NumberInQueue                  5.5235     (Corr)     .00000     40.000     .00000    
Hold 1.Queue.NumberInQueue                  2.9098     (Corr)     .00000     15.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .02059     .00155     .00000     2.0000     .00000    
3DP dentures base.Queue.NumberInQueue       .01520     (Insuf)    .00000     1.0000     .00000    
3DP aligners.Queue.NumberInQueue            .10827     (Corr)     .00000     4.0000     .00000    
