No,GRT,Length,TerminalName,TEU,VoyageType,Interval,EarlinessTardiness,ST,OT,UT
4038,40306,260,1,2292,Feeder,23.5,4,0.47,14.68,2.1
4039,20624,180,1,795,Feeder,6,3,0.58,11.55,1.95
4040,52682,258,2,1022,Liner,0.32,1,0.78,18.7,1.68
4041,9983,148,1,984,Liner,0.68,-8,0.47,13.7,1.5
4042,42894,269,2,2232,Liner,2.33,-1,1.12,25.7,1.52
4043,27758,209,1,1518,Feeder,9.33,2,0.42,15.55,2.53
4044,41413,248,1,2598,Liner,7.33,-9,0.35,21.73,1.92
4045,25391,207,1,1004,Liner,0.33,-4,0.35,8.12,3.7
4046,40030,260,1,2246,Liner,7.5,6,1.42,22.58,2.17
4047,19819,174,2,1276,Liner,5.17,-4,0.58,72.7,2.42
4048,21339,184,1,257,Liner,3,2,0.48,6.28,1.88
4049,35824,220,1,1400,Liner,2.3,-1,0.18,15.05,1.77
4050,75395,304,2,4427,Liner,3.2,-22,0.83,32.13,4.53
4051,9957,148,1,1131,Feeder,32.92,11,1.63,21.5,3.62
4052,24804,203,1,1678,Liner,7.25,-3,0.58,20.93,1.03
4053,9957,148,2,901,Feeder,38.58,5,16.68,22.45,0.62
4054,25391,207,1,2042,Liner,0.68,2,0.52,27.63,3.52
4055,16270,154,1,2271,Liner,14.4,13,0.4,28.48,1.7
4056,31403,218,1,797,Feeder,14.67,9,0.5,6.43,1.82
4057,31403,218,1,797,Feeder,1.1,9,0.5,6.43,1.82
4059,27779,222,1,2123,Liner,13.9,1,0.2,11.28,1.85
4060,35581,222,1,2015,Liner,7,0,0.65,21.4,1.95
4061,40306,260,2,2436,Feeder,12.25,33,0.67,30.22,1.62
4062,42894,269,2,2363,Liner,5.75,-7,1.23,30.8,2.45
4063,74175,299,2,5083,Liner,1.5,-1,1.9,53.48,4.87
4064,40594,239,1,378,Liner,5.5,4,0.45,6.08,2.43
4065,51364,286,1,2580,Liner,0.33,-4,0.1,18.22,2.07
4066,35599,253,1,1507,Liner,3.67,0,0.82,11.85,2.17
4067,26836,210,1,697,Liner,6,0,0.43,5.97,1.85
4068,9983,148,1,1165,Feeder,9,19,0.48,12.27,1.5
4069,21339,184,1,290,Liner,4.5,0,1.47,8.75,1.7
4070,26435,209,1,1060,Feeder,1.5,0,0.58,9.57,3.35
4071,64054,275,2,1589,Liner,2.83,25,0.95,16.67,2.38
4072,15995,170,1,1006,Liner,0.25,7,0.55,9.48,2.13
4073,17215,177,1,207,Liner,7.42,6,0.03,4.53,1.43
4074,20085,174,1,723,Liner,4.5,2,0.53,19.35,2.87
4075,37410,232,1,2231,Liner,5,0,0.23,24.82,2.12
4076,15995,170,1,1460,Liner,2,0,0.7,19.7,1.6
4077,4276,100,1,206,Feeder,22.5,20,0.92,4.18,4.9
4078,9957,148,1,362,Feeder,0.5,12,0.15,6.55,2.47
4079,5272,117,1,569,Feeder,8.83,6,0.3,33.62,2.92
4080,20418,186,1,447,Liner,1.17,0,0.83,5.08,1.6
4081,14036,155,2,1584,Liner,1,-5,35.92,20.07,0.52
4082,27779,222,1,2599,Liner,17,0,0.27,23.85,1.97
4083,36014,240,1,2010,Liner,19,17,0.52,17.48,5.58
4084,31403,218,2,895,Feeder,1,1,0.38,15.53,2.08
4085,35.958,240,1,615,Liner,23.33,7,0.28,10.07,2.67
4086,31730,192,1,1128,Liner,0.17,-1,1.28,14.13,2.25
4087,54851,294,2,5522,Liner,0.67,-2,2.15,56.83,0.93
4088,42894,269,2,2303,Liner,1.93,6,2.08,25.28,2
4089,40306,260,2,3423,Liner,6.2,-4,0.68,38.37,1.95
4090,20624,180,1,954,Feeder,9.37,1,1,11,1.42
4091,42800,269,1,1818,Liner,0.33,-4,1.75,14.35,2.57
4092,28048,215,1,1175,Liner,9.5,-4,0.23,11.15,2.2
4093,19819,174,1,776,Liner,8.5,3,0.33,9.27,1.4
4094,17215,177,1,300,Liner,4,3,1.93,11.77,2.08
4095,21339,184,1,200,Liner,8.33,14,0.6,8.33,0.32
4096,37134,242,1,2313,Liner,10.67,-7,0.73,14.23,2.5
4097,13497,160,1,149,Liner,3.33,4,0.42,2.8,1.28
4098,9957,148,1,375,Feeder,3.92,7,0.27,5.93,4.05
4099,24804,203,2,727,Liner,0.25,-7,2.47,7.53,2.58
4100,9983,148,1,969,Feeder,30.5,1,0.25,14.15,1.85
4101,16270,154,1,1129,Liner,5,4,1.27,16.23,0.85
4102,14867,167,1,878,Liner,7.17,-15,1.47,9.48,10.22
4103,25361,207,1,400,Liner,11.83,-2,0.42,5.63,7.53
4104,75395,304,2,4042,Liner,5.5,-6,0.65,38.27,3.42
4105,32284,211,1,301,Liner,10,6,0.53,5.48,1.48
4106,27779,222,1,1143,Liner,2.5,0,0.83,8.8,3.95
4107,9957,148,2,1320,Feeder,3,-10,8.82,73.28,1.65
4108,42323,242,2,818,Liner,20,1,1.2,13.22,1.6
4109,39906,261,1,1330,Liner,20.17,14,0.42,24.23,2.22
4110,80654,300,2,2153,Liner,0.83,8,9.22,37.63,0.98
4111,35881,220,1,1772,Liner,2.1,-4,5.98,27.05,1.55
4112,1667,182,1,1330,Liner,11.9,6,1.6,20.82,4.58
4113,21339,184,1,301,Liner,1.9,-2,0.17,5.45,2.17
4114,40068,260,2,1495,Liner,15.1,30,0.8,23.55,3.82
4115,24305,182,1,343,Liner,13,28,0.18,8.15,2.08
4116,15995,170,2,1318,Liner,5,15,0.38,15.4,3.72
4117,21339,184,1,220,Liner,0.5,1,0.52,3.37,1.28
4118,23632,209,1,1363,Liner,8.33,8,0.67,21.12,1.55
4119,9957,148,1,811,Feeder,1.92,2,0.32,8.05,4.68
4120,46551,270,1,892,Liner,2.5,-1,0.28,20.85,1.37
4121,20624,180,1,429,Feeder,1.5,-3,1.28,6.2,1.52
4122,27681,222,1,3123,Liner,3.43,-2,1.13,36.3,1.98
4123,15995,170,1,1150,Liner,12.52,17,0.3,12.75,2.95
4124,8665,151,2,14,Liner,14.3,1,0.7,0.05,4.5
4125,54851,294,2,5557,Liner,1,1,0.6,69.98,3.67
4126,14036,155,1,277,Liner,2.2,12,0.77,5.03,3.37
4127,53251,276,2,589,Liner,7.8,-5,1.98,15.48,4.7
4128,13547,160,1,456,Liner,11,3,0.78,10.95,1.6
4129,41280,245,1,2276,Liner,10.5,-2,0.38,17.93,2.27
4130,26836,210,1,418,Liner,13.68,8,0.22,3.62,1.5
4131,27779,220,1,1759,Liner,22.82,6,0.62,11.18,1.57
4132,74642,299,2,2219,Liner,0.42,7,1.8,25.03,6.33
4133,39906,260,1,1249,Liner,2.08,1,0.5,13.68,4.48
4134,9983,148,1,937,Feeder,0.93,-4,0.55,13.4,1.47
4135,21339,184,2,143,Liner,13.9,3,1.37,2.93,2.2
4136,24804,203,1,447,Liner,2.17,1,0.4,6.4,1.62
4137,9957,148,1,715,Feeder,8,16,0.3,12,1.28
4138,35881,221,1,1750,Liner,4.5,-2,0.8,14.57,2.13
4139,20085,174,1,525,Liner,0.5,2,1.08,7.8,4.33
4140,19819,174,1,1255,Liner,3.5,10,0.75,11.88,1.45
4141,42741,269,2,2112,Liner,3,6,0.48,18.88,4.3
4142,21339,184,2,177,Liner,3.9,-4,0.65,2.67,1.85
4143,31403,218,1,1376,Feeder,0.1,14,0.72,13.03,1.25
4144,37235,242,1,2315,Liner,14.3,-2,0.57,20.05,1.82
4145,5272,117,1,741,Feeder,0.5,-2,0.38,10.73,0.88
4146,20624,180,2,246,Feeder,6.2,0,0.55,4.08,3.28
4147,15995,170,2,2000,Liner,8.5,0,0.82,22.27,1.25
4148,29373,222,1,447,Liner,2,-10,0.47,5.12,2.25
4149,26435,209,1,898,Liner,48.92,28,0.28,18.78,2.6
4150,27779,222,1,2214,Liner,2,6,0.23,24,1.27
4151,37563,243,1,2353,Liner,14.08,8,1.98,20.35,1.92
4152,9957,148,1,1402,Feeder,11.6,2,0.92,25.38,2.03
4153,33113,234,1,237,Liner,1.15,-12,0.32,6.73,1.53
4154,80942,300,2,2048,Liner,5.42,4,0.63,26.58,2.03
4155,14953,187,1,318,Liner,4.83,-1,0.45,6.53,1.18
4156,48324,277,2,1446,Liner,4.5,11,0.4,24.67,1.6
4157,94490,332,2,3703,Liner,3.25,7,0.4,38.65,3.95
4158,9957,148,1,184,Feeder,1.15,-3,0.22,2.63,4.07
4159,21339,184,1,268,Liner,17.77,0,1.65,5.63,1.3
4160,40030,260,1,2546,Liner,3.33,2,0.33,22.15,2.68
4161,21339,184,1,206,Liner,13.5,7,0.33,4.82,2.35
4162,35581,221,1,712,Liner,2,1,0.17,9.18,2.23
4163,36603,231,1,2453,Liner,11,11,0.57,19.93,1.58
4164,54851,294,2,6002,Liner,2,6,0.82,58.78,4.98
4165,13491,160,1,209,Liner,4,1,0.62,5.4,3.65
4166,15995,170,1,1723,Liner,0.25,7,0.52,18.45,1.32
4167,15995,170,2,1954,Liner,13.25,-23,0.82,33.37,1.15
4168,9983,148,1,1474,Feeder,12.5,9,0.42,14.22,1.28
4169,34382,238,1,627,Liner,5.75,2,0.52,6.73,1.33
4170,26435,209,1,935,Liner,6.25,4,0.57,8.08,1.88
4171,75395,304,2,3797,Liner,0.5,0,0.72,37.6,4.18
4172,9957,148,2,1489,Feeder,0.75,14,0.32,53.08,3.02
4173,32200,211,1,587,Feeder,18.75,-9,0.58,7.47,1.75
4174,27779,222,1,2323,Liner,17.4,1,0.48,14.98,1.28
4175,52682,258,2,577,Liner,3.1,-1,1.23,10.97,2.8
4176,41413,248,1,1867,Liner,15.33,-27,0.28,14.22,0.33
4177,42894,269,2,1714,Liner,7.67,6,0.53,20.58,2.88
4179,20624,180,1,699,Feeder,4.08,-4,0.58,5.33,1.33
4180,13497,160,1,166,Liner,0.22,0,0.53,5.63,1.42
4181,74661,304,2,3669,Liner,4.2,4,0.77,30.07,2.5
4182,40594,239,1,391,Liner,9.33,8,0.57,5.73,2.87
4183,24344,182,1,311,Liner,2.53,93,0.33,4.52,1.65
4184,21339,184,1,226,Liner,4.38,0,0.5,5.38,2.03
4185,35581,222,1,1588,Liner,7.33,2,0.37,12.78,1.68
4186,51364,286,1,2380,Liner,3.42,6,0.23,22.1,2.17
4187,36014,240,1,3171,Liner,3.67,1,0.47,33.92,1.53
4188,19819,174,1,1634,Liner,6.97,-6,0.33,20.53,2.3
4189,9957,148,1,895,Feeder,13.37,4,0.2,13.73,1.73
4191,5999,121,1,250,Feeder,9,-5,0.28,8.58,2.05
4192,15995,170,1,1474,Liner,5.58,0,0.47,14.45,2.08
4193,74175,299,2,4099,Liner,10.92,-2,1.22,40.48,3.47
4194,16100,170,1,650,Liner,10.42,-5,0.8,12.47,1.98
4195,39582,258,2,1541,Liner,6.28,6,0.92,21.35,3.5
4196,20624,180,1,749,Feeder,4.8,-7,0.28,7.22,1.42
4197,9983,148,1,1598,Feeder,0.05,4,0.37,18.8,1.5
4198,5272,117,1,169,Feeder,10.95,-13,0.47,3.18,3.43
4200,31207,210,1,2528,Liner,8.42,4,1.02,16.43,5.13
4201,27758,202,1,1719,Feeder,16.58,12,0.62,18.55,1.75
4202,1677,73,1,44,Feeder,7.5,23,0.85,1.97,10.35
4203,9957,148,1,1399,Feeder,14.5,-2,0.53,10.58,1.72
4204,39990,244,1,846,Liner,1,4,0.8,11.1,2.02
4205,42894,269,2,2048,Liner,3,0,0.75,26.4,2.58
4206,74656,304,2,2482,Liner,0.5,-7,1.57,27.05,2.38
4207,37410,232,1,3049,Liner,6.83,-1,0.73,28.77,2
4208,27681,222,1,1837,Liner,3.47,-3,0.22,22.58,2.37
4209,42800,269,2,2737,Liner,9.6,-1,1.85,36.25,2.15
4210,9957,148,1,753,Feeder,4.6,4,0.7,11.22,2.5
4211,26435,209,2,1404,Liner,2.5,-5,1.03,30.5,1.97
4212,15995,170,1,1393,Liner,1,-8,0.67,16.2,1.13
4213,14308,155,1,314,Liner,5.58,-3,0.73,4.32,2.62
4214,35824,220,1,1751,Liner,10.42,3,0.22,17.7,2.58
4215,5999,121,1,227,Feeder,19.5,0,0.12,5.03,3.93
4216,31403,218,1,1593,Feeder,8.5,13,0.48,15.92,2.22
4217,15995,170,1,1427,Liner,12,-1,0.35,18.33,2.65
4218,54851,294,2,4447,Liner,8.67,17,0.6,46.72,1.85
4219,9957,148,1,677,Feeder,5.33,1,1.08,8.73,2.43
4220,13547,160,1,189,Liner,0.5,0,0.73,5.9,2.2
4221,15670,168,1,772,Feeder,2.5,-10,0.55,17.9,2.38
4222,25391,207,1,1709,Liner,13.92,2,0.78,24.07,1.65
4223,9957,148,2,1210,Feeder,0.58,22,2.2,28.93,1.62
4224,50350,292,2,1419,Liner,12.5,-3,1.02,23.48,3.08
4225,38395,236,2,2388,Liner,0.5,2,1.38,23.75,1.2
4226,9983,148,1,965,Feeder,7.12,-2,0.53,14.2,1.35
4227,35.958,240,1,823,Liner,3.88,1,0.23,9.45,2.53
4228,1677,73,1,25,Feeder,6,0,0.28,0.8,0.83
4229,22914,186,1,251,Liner,8.5,3,0.6,3.07,1.67
4230,20085,174,1,921,Liner,4.17,4,0.4,12.78,2.07
4231,20624,180,1,722,Feeder,1.33,-2,1.45,10.97,1.25
4232,75395,304,2,4561,Liner,13,20,0.97,53.57,3.47
4233,80654,300,2,2083,Liner,16,3,1.35,22.63,1.02
4234,31403,218,1,627,Feeder,4.92,13,0.42,4.75,2.83
4235,9957,148,1,568,Feeder,0.88,6,0.68,15.68,2.8
4236,19819,174,1,1290,Liner,0.3,-4,0.28,23.53,5.27
4237,35581,222,1,1596,Liner,2.77,-3,0.35,17.3,2.77
4238,40594,239,2,353,Liner,2.13,-9,1.6,13.07,3
4239,25391,207,2,2090,Liner,1,61,1.02,27.88,26.85
4240,24344,182,1,812,Liner,17.33,7,0.18,8.98,0.58
4241,10837,158,1,365,Liner,2.42,-11,0.65,5.1,1.83
4242,40068,260,1,1654,Liner,17.25,7,0.33,17.32,0.77
4243,5999,121,1,187,Liner,2,2,0.45,3.05,3.75
4244,42894,269,2,2976,Liner,11,0,0.8,22.87,1.08
4245,37134,242,1,3059,Liner,5,10,0.52,26.7,2.45
4246,15995,170,1,1746,Liner,2,2,0.53,33.47,1.5
4247,20624,180,1,453,Feeder,8,-5,0.27,8.47,1.77
4248,75590,300,1,3065,Liner,4.5,3,0.6,28.63,2.27
4249,28048,215,1,1317,Liner,0.75,-2,0.37,18.02,1.87
4250,53379,276,1,1566,Liner,5,0,0.42,15,4.58
4251,16100,170,1,883,Liner,4.25,-6,0.48,16.05,1.55
4252,27779,220,2,2227,Liner,6,3,0.63,26.85,1.02
4253,9957,148,1,635,Feeder,4.5,2,0.48,8.52,1.25
4254,42323,242,1,499,Liner,36,-1,0.47,4.62,2.42
4255,80942,300,2,3278,Liner,11.17,5,1.13,27.47,1.98
4256,9957,148,1,1609,Feeder,1.83,0,0.7,24.97,1.33
4257,31730,192,1,1031,Liner,13.75,-3,0.43,16.33,2.23
4258,42741,269,2,2832,Liner,1.25,2,0.88,30.88,2.57
4259,15995,170,1,1251,Liner,6.67,-14,0.48,14.9,2.87
4260,9983,148,1,835,Feeder,24.33,6,0.58,11.57,1.77
4261,5999,121,1,180,Liner,6,-10,0.52,2.75,1.4
4262,15995,170,2,1439,Liner,11,-1,0.65,16.08,2.35
4263,36014,240,1,2101,Liner,5.4,1,0.88,26.65,1.05
4264,4276,100,1,291,Feeder,6.27,-6,0.73,6.87,2.63
4265,13497,160,1,563,Liner,0.33,-4,0.25,16.5,1.58
4266,41280,245,1,2909,Liner,3.5,-13,2.15,18.68,1.92
4267,20624,180,1,660,Feeder,17.5,0,0.4,8.4,1
4268,39582,258,2,1350,Liner,9,7,1.22,14.52,2.77
4269,24804,203,1,910,Liner,8.58,2,0.25,10.58,1.67
4270,15670,168,1,278,Feeder,6.08,0,0.5,4.9,2.02
4271,26836,210,1,534,Liner,17.33,3,1.33,11.27,1.32
4272,31403,218,2,1347,Feeder,2,-5,0.77,18.73,2.17
4273,54851,294,2,4046,Liner,5,0,0.32,49.23,1.33
4274,37071,237,1,677,Liner,8,4,0.75,9.08,1.67
4275,9957,148,1,810,Feeder,2,8,0.57,18.97,3.3
4276,37235,242,1,1463,Liner,13,-7,0.52,20.18,1.63
4277,80654,300,2,2878,Liner,2,6,0.4,47.78,1.07
4278,23632,209,1,1710,Liner,1.5,-10,0.83,16.78,1.88
4279,54851,294,2,6515,Liner,21.5,5,1.72,77.07,3.63
4280,9957,148,1,1459,Feeder,2,-4,0.2,33.02,1.87
4281,40030,260,2,2562,Liner,5.67,-2,0.38,45.35,3.1
4282,35881,220,1,1666,Liner,0.33,-3,0.48,17.43,3.42
4283,24305,182,1,304,Liner,1,-5,2.22,7.27,0.93
4284,9983,148,1,1289,Feeder,15,7,0.85,21.87,1.78
4285,46410,269,1,3808,Liner,0.33,-2,0.62,28.25,1.97
4286,39906,260,1,2618,Liner,6.33,3,0.85,23.7,1.95
4287,5999,121,1,245,Feeder,4.83,-12,0.52,3.52,1.47
4288,15995,170,1,2201,Liner,22.25,5,1.67,27.18,0.73
4289,26435,209,1,1367,Liner,24.75,10,0.93,14.6,2.38
4290,27758,202,2,798,Feeder,2,-1,0.82,8.85,1.42
4291,16236,164,1,1311,Feeder,0.5,-4,0.48,13.03,1.48
4292,40030,260,1,1948,Liner,17,4,0.55,24.08,2.12
4293,75395,304,2,6326,Liner,1.67,1,0.52,102,6.98
4294,9957,148,1,261,Feeder,15.67,2,0.93,11.27,2.63
4295,36603,231,1,2611,Liner,0.67,-3,0.28,28.13,2
4296,16100,170,1,1144,Liner,9.5,10,0.23,22.45,1.65
4297,53807,295,2,644,Liner,3.5,-1,1.73,11.17,7.1
4298,4276,100,1,440,Feeder,0.55,1,0.48,16.57,2.12
4299,1677,73,1,44,Feeder,0.45,0,2.82,2.6,4.67
4300,107551,349,2,3582,Liner,6.2,12,1.27,53.73,1.25
4301,48324,277,1,1815,Liner,10.1,1,1.07,24.63,2.47
4302,20624,180,1,889,Feeder,18.7,25,0.3,26.42,1
4303,35881,221,1,1876,Liner,3.43,2,0.43,24.17,2.15
4304,27681,222,1,1784,Liner,7.4,0,0.73,31.48,2.2
4305,51364,286,1,3754,Liner,2.5,-10,0.57,65.65,1.12
4306,37042,231,1,2144,Liner,3,-2,1.28,15.7,1.1
4307,16800,184,2,1436,Feeder,3.5,31,0.68,20.48,0.83
4308,5999,121,1,418,Feeder,21.17,-19,0.43,10.92,1.73
4309,15995,170,2,2264,Liner,6,14,0.77,40.05,1.1
4310,26435,209,1,779,Liner,5.17,0,0.63,11.08,2.12
4311,9983,148,1,873,Feeder,6.67,-1,1.13,17.27,2.27
4312,24804,203,1,2216,Liner,16.92,24,0.48,28.13,1.47
4313,9957,148,2,1035,Feeder,9.25,0,0.5,33.63,3.53
4314,9957,148,1,1056,Feeder,14.08,-6,1.22,19.55,1.23
4315,5272,117,1,803,Feeder,13.02,-1,0.55,15.78,2.25
4316,36606,245,2,1439,Liner,10.65,6,2.53,16.18,1.62
4317,9957,148,1,676,Feeder,6.75,-1,0.53,46.88,3.25
4318,52682,258,1,745,Liner,4.5,-1,0.7,11,3.05
4319,42894,269,2,2370,Liner,2,9,0.87,28.18,2.62
4320,80942,300,2,3845,Liner,11.1,-6,1.68,49.25,2.23
4321,42800,269,1,3291,Liner,8.15,0,0.9,24.6,2
4322,9957,148,1,938,Feeder,2.75,0,1.07,10.17,3.18
4323,41413,248,1,2562,Liner,3.25,5,0.8,19.87,2.5
4324,20624,180,1,783,Feeder,6.75,-7,6.33,10.67,1.58
4325,46410,270,1,1131,Liner,5.3,-2,0.62,12.08,1.88
4326,13491,160,1,260,Liner,12.2,8,1.03,7.57,2.57
4327,35581,223,2,1534,Liner,2.5,0,1.3,24.63,1.73
4328,35824,220,1,1388,Liner,2,-5,0.38,13.53,1.75
4329,74175,299,2,7539,Liner,18,10,1.97,81.7,3
4330,20085,174,1,1006,Liner,2,0,0.25,14.28,2.52
4331,15995,170,2,2068,Liner,0.2,7,0.35,42.02,2.3
4332,37563,243,1,2328,Liner,7.8,-4,0.1,25.73,3.5
4333,5999,121,1,690,Feeder,1.5,2,0.93,11.73,2
4334,9983,148,1,1165,Feeder,5.72,-6,0.75,13.12,1.8
4335,31403,218,1,2220,Feeder,5.62,14,0.93,34.3,2.52
4336,39582,258,1,1379,Liner,14.87,-2,0.33,12.23,1.52
4337,8643,133,1,201,Feeder,13.3,-24,0.62,3.72,2.32
4338,16270,154,1,645,Feeder,25.33,-1,0.53,10.4,2.48
4339,14036,155,1,713,Feeder,5.75,5,0.8,11.43,1.52
4340,39990,244,1,623,Liner,10.92,4,0.4,7.25,1.77
4341,80942,300,2,2514,Liner,4.5,0,1.57,29.27,1
4342,42894,269,2,2108,Liner,3.8,0,0.37,38.85,3.12
4343,54851,294,2,5611,Liner,5.2,1,1.05,64,1.53
4344,40068,260,1,2504,Liner,5.2,8,0.92,25.47,2.1
4345,26435,209,1,1143,Liner,12.63,-11,0.58,11.4,1.77
4347,35581,222,1,1672,Liner,3,0,0.82,18.97,2.13
4348,13497,160,2,148,Liner,32.6,1,0.93,5.17,1.23
4349,36014,240,1,1994,Liner,1.4,-1,0.32,30.78,1.57
4350,4276,100,1,309,Feeder,6.5,12,0.42,12.08,2.08
4351,20624,180,2,805,Feeder,2.8,1,1.27,13.67,1.9
4352,5999,121,1,586,Feeder,1.53,-4,0.78,11.73,2.48
4353,37410,232,1,3555,Liner,2.08,2,1.07,29.75,1.85
4354,9957,148,1,1051,Feeder,7.08,-3,0.75,35.4,1.85
4355,15995,170,1,2267,Liner,0.1,7,0.35,31.43,1.72
4356,31403,218,2,1227,Feeder,2.32,43,4.7,13.1,2.2
4357,40594,239,2,488,Liner,4.25,2,3.57,24.25,2.35
4358,46410,270,2,2441,Liner,2.17,-7,0.82,44.73,0.45
4359,1677,73,1,174,Feeder,12.92,-1,0.43,4.13,2.6
4360,9957,148,1,1019,Feeder,1.78,3,1.22,24.65,3.72
4361,9983,148,2,860,Feeder,20.22,5,0.72,21.45,0.67
4362,9957,148,1,486,Feeder,0.33,1,1.93,8.62,4.37
4363,14036,155,1,457,Feeder,0.92,1,2.13,4.97,2.62
4364,35.958,240,1,532,Liner,5,0,0.47,6.6,1.27
4365,10785,337,2,2733,Liner,28,4,0.92,35.08,2.08
4366,80654,300,2,2333,Liner,6.5,2,1.1,31.98,6.08
4367,50350,292,1,1254,Liner,1.5,-7,0.53,12.58,0.38
4368,42894,269,2,2221,Liner,15,2,0.58,41.27,1.65
4369,42741,269,1,2678,Liner,6,1,0.32,18.93,2.17
4370,24804,203,1,1083,Liner,18,9,0.67,14.47,1.75
4371,37134,242,1,1940,Liner,3,18,0.48,23.43,2
4372,75395,304,2,5637,Liner,14,-3,1.7,56.25,2.05
4373,15995,170,1,2229,Liner,11.33,3,3.08,34.52,2.15
4374,20624,180,1,802,Feeder,2.83,13,0.47,13.78,2.42
4375,5999,121,1,591,Feeder,5.92,-1,0.42,10.27,1.15
4376,25391,207,1,2008,Liner,7.92,-1,0.72,19.98,2.05
4377,4276,100,1,430,Feeder,2.5,0,0.45,14.78,3.52
4378,35824,220,1,2180,Liner,5,1,0.58,22.1,1.65
4379,16270,154,1,1961,Liner,0.5,4,0.6,23,1.77
4380,53379,276,2,1490,Liner,6,3,3.67,25.07,2.85
4381,28048,215,2,1523,Liner,5,-9,0.95,19.47,1.17
4382,46410,270,2,2242,Liner,19,18,1.7,20.55,2.08
4383,1677,73,1,168,Feeder,8.58,0,0.95,4.45,3.52
4384,23633,191,1,1819,Liner,1.58,-1,0.65,17.52,2
4385,9983,148,1,934,Feeder,17.5,0,0.65,11.6,2.08
4386,17738,177,1,268,Liner,6.92,3,0.33,4.55,2.03
4387,42323,242,2,1190,Liner,0.27,1,0.42,12.33,2.92
4388,3135,93,1,385,Feeder,1.23,-2,0.5,13.03,2.47
4389,39906,260,1,2280,Liner,5.37,4,1.17,26.18,2.32
4390,80654,300,2,3246,Liner,6.55,-3,1.45,26.25,1.22
4391,40030,260,1,1971,Liner,10.5,-2,0.62,14.25,1.8
4392,35581,222,1,1651,Liner,16.5,3,0.45,20.8,2
4393,9957,148,1,1170,Feeder,0.8,16,1.28,22.53,1.1
4394,46551,270,2,1564,Liner,6.2,0,0.68,10.18,1.72
4395,32341,223,1,1954,Liner,9.25,-10,0.9,21.97,1.63
4396,40594,239,1,430,Liner,12.13,18,0.52,9.18,1.88
4397,14308,155,2,107,Liner,3.87,0,2.58,3.03,2.47
4398,27681,222,1,1632,Liner,3.75,3,0.82,18.07,2
4399,15995,170,2,2175,Liner,6,1,1.22,29.53,1.83
4400,5999,121,1,613,Feeder,1.25,11,0.6,9.95,1.62
4401,9957,148,1,557,Feeder,10.75,-10,0.72,8.12,1.92
4402,75395,304,2,923,Liner,5.75,1,0.97,13.87,5
4404,20085,174,2,800,Liner,10.25,-12,0.95,18.13,0.25
4405,4276,100,1,373,Feeder,4.13,-2,0.92,10.4,3.68
4406,20624,180,1,939,Feeder,1.2,-4,0.28,13.72,1.5
4407,23632,209,1,1302,Liner,2.17,-11,0.38,17.53,1.67
4408,8643,133,1,174,Feeder,7.08,12,0.73,5.18,1.67
4409,24804,203,1,1643,Liner,9.67,7,1.18,23.95,3.12
4410,39582,258,2,1870,Liner,10.75,26,1.58,27.27,2.73
4411,54851,294,2,6904,Liner,3,3,0.4,85.05,3.8
4412,32238,222,1,1340,Liner,6.33,-25,1.83,28,2.08
4413,22914,186,1,953,Liner,0.08,-2,1.23,12.05,3.38
4414,9983,148,1,1236,Feeder,0.68,-1,0.45,18.15,1.57
4415,54851,294,1,3647,Liner,2.05,-6,0.85,34.98,2.82
4416,37235,242,1,2074,Liner,2.35,-11,0.85,21.7,1.78
4417,13491,160,1,224,Liner,5.3,1,0.43,8.27,1.97
4418,37071,237,1,1028,Liner,2.5,-2,1.15,9.52,1.67
4419,1677,73,1,163,Feeder,1,-17,0.48,7.03,1.07
4420,80942,300,2,2446,Liner,2.7,-3,0.67,36.18,2.15
4421,41280,245,1,2060,Liner,19.33,11,0.52,24,2.07
4422,25391,207,2,1428,Liner,0.87,6,0.52,17.07,6.58
4423,51364,286,1,2530,Liner,52.3,12,0.4,16.17,2.6
4424,5999,121,1,677,Feeder,17,15,0.57,17.77,1.5
4425,15995,170,1,2161,Liner,5.5,2,0.3,26.78,1.75
4426,40030,260,2,1918,Liner,25.25,12,1.07,14.77,2.33
4427,27681,222,2,616,Liner,3.58,5,1.2,8.47,3.9
4428,20624,180,2,771,Feeder,2.17,1,0.58,9.75,1.33
4429,16270,154,1,1160,Liner,8.17,4,0.35,19.87,1.37
4430,46551,270,2,2360,Liner,4.83,6,1.37,14.58,1.47
4431,37549,245,1,2051,Liner,8,13,0.55,22.55,3.45
4432,4276,100,1,579,Feeder,3.3,0,1.23,13.07,5.03
4433,9957,148,1,914,Feeder,3.7,-3,3.58,17.15,2.18
4434,36603,231,1,2437,Liner,0.77,-11,0.55,21.12,2.03
4435,26435,209,1,922,Liner,12.23,-1,1.2,14.97,1.92
4436,31403,218,2,655,Feeder,8,20,0.48,14.77,0.67
4437,80654,300,2,2555,Liner,3.7,2,1.3,24.2,3.83
4438,48324,277,1,2302,Liner,4.3,5,0.37,23.7,2.43
4439,13497,160,1,597,Liner,0.8,-2,0.68,8.98,2.25
4440,24305,182,2,474,Liner,7.2,40,0.53,10.3,1.7
4442,35600,223,1,1316,Liner,2.65,-1,0.72,11.8,3.98
4443,1677,73,1,87,Feeder,18.35,0,0.53,1.75,1.55
4444,9957,148,1,671,Feeder,2.5,14,0.42,13.62,4.05
4445,5272,117,1,928,Feeder,4.42,3,0.57,17.97,0.88
4446,9983,148,1,1368,Feeder,1.48,-1,0.57,17.28,1.15
