
                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 2/ 2/2022

Replication ended at time      : 26280.0 Hours 
Statistics were cleared at time: 2160.0 Hours (Tuesday, May 03, 2022, 00:00:00)
Statistics accumulated for time: 24120.0 Hours
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Restoration Examination.Queue.WaitingTime   .00000     .00000     .00000     .00000      14493    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime            --         --         --         --          0
sonication and acid etched.Queue.WaitingTi  .08067     (Insuf)    .00000     .58333        282    
normal fixtures 3DP.Queue.WaitingTime       .00000     .00000     .00000     .00000       1157    
Batch 4.Queue.WaitingTime                   8.2345     .27163     .00000     56.000       5785    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

total titanium Value                        8197.6     (Corr)     1016.0     15408.     15408.    
Dentures revenue Value                       1.8623E+5 (Corr)     29621.      3.4696E+5  3.4696E+5
teeth A2 resin inventory Value              80.000     (Insuf)    80.000     80.000     80.000    
Restoration revenue Value                   68407.     (Corr)     10311.      1.2632E+5  1.2632E+5
base LP resin inventory Value               150.00     (Insuf)    150.00     150.00     150.00    
Dentures base LP resin usage Value          4200.0     (Insuf)    4200.0     4200.0     4200.0    
Implant revenue Value                        1.5018E+5 (Corr)     18653.      2.8246E+5  2.8246E+5
resin inventory Value                       10.000     (Insuf)    10.000     10.000     10.000    
total resin Value                           990.00     (Insuf)    990.00     990.00     990.00    
Orthodontics revenue Value                   6.0707E+5 (Corr)     91619.      1.1124E+6  1.1124E+6
grey resin inventory Value                  40.000     (Insuf)    40.000     40.000     40.000    
total grey resin Value                      560.00     (Insuf)    560.00     560.00     560.00    
titanium inventory Value                    200.70     (Corr)     .00000     400.00     192.00    
Dentures teeth A2 resin usage Value         3920.0     (Insuf)    3920.0     3920.0     3920.0    
Entity 1.WIP                                6.0000     (Insuf)    6.0000     6.0000     6.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          8562.8     (Corr)     1044.0     16056.     16056.    
Implant type 1.WIP                          2368.9     (Corr)     291.00     4518.0     4518.0    
patient.WIP                                 .31238      4.2223E-4 .00000     1.0000     1.0000    
dentures_patient.WIP                        11665.     (Corr)     957.00     22655.     22655.    
Implant_patient.WIP                         187.12     (Corr)     149.00     229.00     192.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    8575.8     (Corr)     1276.0     15738.     15738.    
restorative_patient.WIP                     17018.     (Corr)     2514.0     31499.     31499.    
post curing machine.NumberBusy              .00000     (Insuf)    .00000     .00000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .00000     (Insuf)    .00000     .00000     .00000    
Restoration doctor 2.NumberBusy             .14968     .00379     .00000     1.0000     .00000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .14968     .00379     .00000     1.0000     .00000    
Restoration doctor 1.NumberBusy             .15081     .00367     .00000     1.0000     1.0000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .15081     .00367     .00000     1.0000     1.0000    
3DP.NumberBusy                              .02648      7.0217E-4 .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .01324      3.5109E-4 .00000     1.0000     .00000    
Scanner.NumberBusy                          .31363     .00235     .00000     1.0000     .00000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31363     .00235     .00000     1.0000     .00000    
Denture doctor.NumberBusy                   .24960     .00578     .00000     1.0000     .00000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .24960     .00578     .00000     1.0000     .00000    
orthodontist doctor.NumberBusy              .30016     .00694     .00000     1.0000     .00000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .30016     .00694     .00000     1.0000     .00000    
polisher.NumberBusy                         .01492      3.2137E-4 .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .01492      3.2137E-4 .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .07955     .00171     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .07955     .00171     .00000     1.0000     .00000    
photographer.NumberBusy                     .07472     .00175     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07472     .00175     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .31965     .00600     .00000     1.0000     1.0000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .31965     .00600     .00000     1.0000     1.0000    
UV machine.NumberBusy                       .00000     (Insuf)    .00000     .00000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .00000     (Insuf)    .00000     .00000     .00000    
Addmission Worker.NumberBusy                .31238      4.2223E-4 .00000     1.0000     1.0000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31238      4.2223E-4 .00000     1.0000     1.0000    
brush.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberBusy            .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .00000     (Insuf)    .00000     .00000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 2.0168     .06524     .00000     5.0000     1.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
sature.Queue.NumberInQueue                  .00520      6.8566E-4 .00000     2.0000     .00000    
implant fixture polishing.Queue.NumberInQu  .00585      2.5467E-4 .00000     4.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue  .00000     (Insuf)    .00000     .00000     .00000    
hold immediate implant crown.Queue.NumberI  787.55     (Corr)     95.000     1504.0     1504.0    
hold immediate implant fixture.Queue.Numbe   2.0730E-4 (Insuf)    .00000     2.0000     .00000    
Dentures polishing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
Dentures Examination.Queue.NumberInQueue    .01298     .00118     .00000     2.0000     .00000    
join patient crown and fixture.Queue.Numbe  .00000     (Insuf)    .00000     .00000     .00000    
hold normal implant crown.Queue.NumberInQu  491.37     (Corr)     .00000     1063.0     1063.0    
hold dentures base.Queue.NumberInQueue      3701.2     (Corr)     128.00     7368.0     7368.0    
Hold 18.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Hold for call.Queue.NumberInQueue           20618.     (Corr)     2553.0     38713.     38713.    
normal sonication and immersion.Queue.Numb   4.3765E-4 (Insuf)    .00000     1.0000     .00000    
Hold 15.Queue.NumberInQueue                 .99851     (Insuf)    .00000     1.0000     1.0000    
Match 6.Queue1.NumberInQueue                .04234     .00102     .00000     1.0000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
crowns post cure.Queue.NumberInQueue        .00000     (Insuf)    .00000     .00000     .00000    
aligners brush.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Adjustable Batch 2.Queue.NumberInQueue      1.8512     .04320     .00000     10.000     .00000    
Implanr examination 1.Queue.NumberInQueue   .03311     .00253     .00000     3.0000     .00000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 2.0000     (Insuf)    2.0000     2.0000     2.0000    
Hold 19.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
Match 3.Queue1.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Match 3.Queue2.NumberInQueue                8.0000     (Insuf)    8.0000     8.0000     8.0000    
immediate implant brush.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
join patient and crown.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
Hold 6.Queue.NumberInQueue                  .09015     (Corr)     .00000     3.0000     .00000    
Hold 1.Queue.NumberInQueue                  2.9829     .03225     .00000     14.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures base.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
3DP aligners.Queue.NumberInQueue            .00000     (Insuf)    .00000     .00000     .00000    
Batch 8.Queue.NumberInQueue                 2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP crown.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
dentures post cure.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
normal implant fixture polishing.Queue.Num  .02398      6.1039E-4 .00000     4.0000     .00000    
examination by orthodentics.Queue.NumberIn  .00000     (Insuf)    .00000     .00000     .00000    
immediate crown polish.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
join patient and fixture.Queue.NumberInQue  .00249      3.5954E-4 .00000     1.0000     .00000    
aligners post cure.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
restoration.Queue.NumberInQueue             .00000     (Insuf)    .00000     .00000     .00000    
normal sonication and acid etched.Queue.Nu  .00121     (Insuf)    .00000     1.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
hold normal implant fixture.Queue.NumberIn   7.4627E-4 (Insuf)    .00000     4.0000     .00000    
scanning process.Queue.NumberInQueue        .04202     .00161     .00000     3.0000     .00000    
crowns brush.Queue.NumberInQueue            .00000     (Insuf)    .00000     .00000     .00000    
Hold 21.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
hold dentures teeth.Queue.NumberInQueue     3694.2     (Corr)     121.00     7361.0     7361.0    
implant post cure.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Orthodentics Examination.Queue.NumberInQue  .02551     .00253     .00000     2.0000     .00000    
Implant examinatio 3.Queue.NumberInQueue    .02359     .00307     .00000     3.0000     .00000    
Implant examinatio 2.Queue.NumberInQueue    .00528     .00113     .00000     2.0000     .00000    
scanning2.Queue.NumberInQueue               .00135      1.7050E-4 .00000     2.0000     .00000    
Match 1.Queue1.NumberInQueue                787.43     (Corr)     95.000     1505.0     1505.0    
Match 1.Queue2.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Denture installation.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
hold crowns.Queue.NumberInQueue             8492.4     (Corr)     1239.0     15732.     15732.    
hold aligners.Queue.NumberInQueue           4283.9     (Corr)     633.00     7866.0     7866.0    
Hold 20.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
crowns polishing.Queue.NumberInQueue        .00000     (Insuf)    .00000     .00000     .00000    
Restoration Examination.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
sonication and acid etched.Queue.NumberInQ   9.4320E-4 (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
Batch 4.Queue.NumberInQueue                 1.9756     .03352     .00000     5.0000     3.0000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

base LP resin order count                         0  Infinite
resin order count                                 0  Infinite
immediate_implant_count                           0  Infinite
denture_count                                     0  Infinite
restoration_count                                 0  Infinite
two_stage_count                                   0  Infinite
ortho_count                                       0  Infinite
A2 resin order count                              0  Infinite
grey resin order count                            0  Infinite
titanium order count                             36  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           .00000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     18459.    
Implant type 2.NumberOut                    3447.0    
Implant type 1.NumberIn                     4509.0    
Implant type 1.NumberOut                    282.00    
patient.NumberIn                            36183.    
patient.NumberOut                           36182.    
dentures_patient.NumberIn                   21698.    
dentures_patient.NumberOut                  .00000    
Implant_patient.NumberIn                    7241.0    
Implant_patient.NumberOut                   7199.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               14462.    
orthodontics_patient.NumberOut              .00000    
restorative_patient.NumberIn                28985.    
restorative_patient.NumberOut               .00000    
post curing machine.NumberSeized            .00000    
post curing machine.ScheduledUtilization    .00000    
Restoration doctor 2.NumberSeized           7211.0    
Restoration doctor 2.ScheduledUtilization   .14968    
Restoration doctor 1.NumberSeized           7282.0    
Restoration doctor 1.ScheduledUtilization   .15081    
3DP.NumberSeized                            1439.0    
3DP.ScheduledUtilization                    .01324    
Scanner.NumberSeized                        37305.    
Scanner.ScheduledUtilization                .31363    
Denture doctor.NumberSeized                 7217.0    
Denture doctor.ScheduledUtilization         .24960    
orthodontist doctor.NumberSeized            7231.0    
orthodontist doctor.ScheduledUtilization    .30016    
polisher.NumberSeized                       7195.0    
polisher.ScheduledUtilization               .01492    
ultra sonic cleaner.NumberSeized            2878.0    
ultra sonic cleaner.ScheduledUtilization    .07955    
photographer.NumberSeized                   7231.0    
photographer.ScheduledUtilization           .07472    
Implant doctor.NumberSeized                 16727.    
Implant doctor.ScheduledUtilization         .31965    
UV machine.NumberSeized                     .00000    
UV machine.ScheduledUtilization             .00000    
Addmission Worker.NumberSeized              36183.    
Addmission Worker.ScheduledUtilization      .31238    
brush.NumberSeized                          .00000    
brush.ScheduledUtilization                  .00000    
Thermoforming machine.NumberSeized          .00000    
Thermoforming machine.ScheduledUtilization  .00000    
System.NumberOut                            .00000    


                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 4 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 2/ 2/2022

Replication ended at time      : 26280.0 Hours 
Statistics were cleared at time: 2160.0 Hours (Tuesday, May 03, 2022, 00:00:00)
Statistics accumulated for time: 24120.0 Hours
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

tis_twostage_implant                            --         --         --         --          0
tis_immediate_implant                           --         --         --         --          0
time in laboratory                          9.7344     .06576     1.9288     10.966       1126    
tis_ortho_patients                              --         --         --         --          0
tis_restoration                                 --         --         --         --          0
tis_denture                                     --         --         --         --          0
Entity 1.VATime                                 --         --         --         --          0
Entity 1.NVATime                                --         --         --         --          0
Entity 1.WaitTime                               --         --         --         --          0
Entity 1.TranTime                               --         --         --         --          0
Entity 1.OtherTime                              --         --         --         --          0
Entity 1.TotalTime                              --         --         --         --          0
immediate implant 1.VATime                      --         --         --         --          0
immediate implant 1.NVATime                     --         --         --         --          0
immediate implant 1.WaitTime                    --         --         --         --          0
immediate implant 1.TranTime                    --         --         --         --          0
immediate implant 1.OtherTime                   --         --         --         --          0
immediate implant 1.TotalTime                   --         --         --         --          0
Implant type 2.VATime                           --         --         --         --          0
Implant type 2.NVATime                          --         --         --         --          0
Implant type 2.WaitTime                         --         --         --         --          0
Implant type 2.TranTime                         --         --         --         --          0
Implant type 2.OtherTime                        --         --         --         --          0
Implant type 2.TotalTime                        --         --         --         --          0
Implant type 1.VATime                           --         --         --         --          0
Implant type 1.NVATime                          --         --         --         --          0
Implant type 1.WaitTime                         --         --         --         --          0
Implant type 1.TranTime                         --         --         --         --          0
Implant type 1.OtherTime                        --         --         --         --          0
Implant type 1.TotalTime                        --         --         --         --          0
patient.VATime                                  --         --         --         --          0
patient.NVATime                                 --         --         --         --          0
patient.WaitTime                                --         --         --         --          0
patient.TranTime                                --         --         --         --          0
patient.OtherTime                               --         --         --         --          0
patient.TotalTime                               --         --         --         --          0
dentures_patient.VATime                         --         --         --         --          0
dentures_patient.NVATime                        --         --         --         --          0
dentures_patient.WaitTime                       --         --         --         --          0
dentures_patient.TranTime                       --         --         --         --          0
dentures_patient.OtherTime                      --         --         --         --          0
dentures_patient.TotalTime                      --         --         --         --          0
Implant_patient.VATime                          --         --         --         --          0
Implant_patient.NVATime                         --         --         --         --          0
Implant_patient.WaitTime                        --         --         --         --          0
Implant_patient.TranTime                        --         --         --         --          0
Implant_patient.OtherTime                       --         --         --         --          0
Implant_patient.TotalTime                       --         --         --         --          0
two stage implant 2.VATime                      --         --         --         --          0
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                     --         --         --         --          0
orthodontics_patient.NVATime                    --         --         --         --          0
orthodontics_patient.WaitTime                   --         --         --         --          0
orthodontics_patient.TranTime                   --         --         --         --          0
orthodontics_patient.OtherTime                  --         --         --         --          0
orthodontics_patient.TotalTime                  --         --         --         --          0
restorative_patient.VATime                      --         --         --         --          0
restorative_patient.NVATime                     --         --         --         --          0
restorative_patient.WaitTime                    --         --         --         --          0
restorative_patient.TranTime                    --         --         --         --          0
restorative_patient.OtherTime                   --         --         --         --          0
restorative_patient.TotalTime                   --         --         --         --          0
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      36184    
Batch 2.Queue.WaitingTime                   32.809     2.1118     .00000     220.00       1485    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                       --         --         --         --          0
sature.Queue.WaitingTime                    .12058     .01574     .00000     1.9806       1127    
implant fixture polishing.Queue.WaitingTim  .10000      4.8110E-4 .00000     .20000       1485    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  .00000     (Insuf)    .00000     .00000        297    
hold immediate implant crown.Queue.Waiting      --         --         --         --          0
hold immediate implant fixture.Queue.Waiti  1.0000     (Insuf)    1.0000     1.0000          4    
Dentures polishing.Queue.WaitingTime            --         --         --         --          0
Dentures Examination.Queue.WaitingTime      .04189     .00339     .00000     1.0461       7035    
join patient crown and fixture.Queue.Waiti      --         --         --         --          0
hold normal implant crown.Queue.WaitingTim      --         --         --         --          0
hold dentures base.Queue.WaitingTime            --         --         --         --          0
Hold 18.Queue.WaitingTime                       --         --         --         --          0
Hold for call.Queue.WaitingTime             12.389     .10473     2.9131     15.682       1126    
normal sonication and immersion.Queue.Wait  .01154     .00294     .00000     .41052       1144    
Hold 15.Queue.WaitingTime                   668.66     (Insuf)    587.00     783.00         36    
Match 6.Queue1.WaitingTime                  .88858     .00796     .67289     1.1512       1126    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000       1126    
dentures UV curing.Queue.WaitingTime            --         --         --         --          0
crowns post cure.Queue.WaitingTime              --         --         --         --          0
aligners brush.Queue.WaitingTime                --         --         --         --          0
Adjustable Batch 2.Queue.WaitingTime        7.6510     .07993     .00000     8.0000       5715    
Implanr examination 1.Queue.WaitingTime     .11592     .01022     .00000     2.3264       7300    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                       --         --         --         --          0
Hold 19.Queue.WaitingTime                       --         --         --         --          0
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       7269    
immediate fixtures 3DP.Queue.WaitingTime    .00000     (Insuf)    .00000     .00000        297    
Match 3.Queue1.WaitingTime                      --         --         --         --          0
Match 3.Queue2.WaitingTime                      --         --         --         --          0
immediate implant brush.Queue.WaitingTime       --         --         --         --          0
aligners ultra sonic.Queue.WaitingTime          --         --         --         --          0
join patient and crown.Queue.WaitingTime        --         --         --         --          0
Hold 6.Queue.WaitingTime                    2.0211     .08748     .00697     3.9948       1042    
Hold 1.Queue.WaitingTime                    1.9814     .01343      1.0168E-6 3.9997      36051    
aligners thermoforming.Queue.WaitingTime        --         --         --         --          0
3DP dentures base.Queue.WaitingTime             --         --         --         --          0
3DP aligners.Queue.WaitingTime                  --         --         --         --          0
Batch 8.Queue.WaitingTime                       --         --         --         --          0
3DP crown.Queue.WaitingTime                     --         --         --         --          0
dentures post cure.Queue.WaitingTime            --         --         --         --          0
normal implant fixture polishing.Queue.Wai  .10000      1.2621E-4 .00000     .20000       5720    
examination by orthodentics.Queue.WaitingT      --         --         --         --          0
immediate crown polish.Queue.WaitingTime        --         --         --         --          0
join patient and fixture.Queue.WaitingTime  .04746     .00532     .00000     .45410       1126    
aligners post cure.Queue.WaitingTime            --         --         --         --          0
immediate crowns 3DP.Queue.WaitingTime          --         --         --         --          0
restoration.Queue.WaitingTime                   --         --         --         --          0
normal sonication and acid etched.Queue.Wa  .03016     .00778     .00000     .75000       1144    
Batch 6.Queue.WaitingTime                       --         --         --         --          0
hold normal implant fixture.Queue.WaitingT  1.0000     (Insuf)    1.0000     1.0000         16    
scanning process.Queue.WaitingTime          .02786     (Corr)     .00000     .58865      36043    
crowns brush.Queue.WaitingTime                  --         --         --         --          0
Hold 21.Queue.WaitingTime                       --         --         --         --          0
hold dentures teeth.Queue.WaitingTime           --         --         --         --          0
implant post cure.Queue.WaitingTime             --         --         --         --          0
Orthodentics Examination.Queue.WaitingTime  .09101     .00724     .00000     2.0124       7270    
Implant examinatio 3.Queue.WaitingTime      .09952     .01079     .00000     2.3982       5719    
Implant examinatio 2.Queue.WaitingTime      .09736     .01549     .00000     2.0312       1488    
scanning2.Queue.WaitingTime                 .02624     .00326     .00000     .22813       1127    
Match 1.Queue1.WaitingTime                      --         --         --         --          0
Match 1.Queue2.WaitingTime                      --         --         --         --          0
Denture installation.Queue.WaitingTime          --         --         --         --          0
hold crowns.Queue.WaitingTime                   --         --         --         --          0
hold aligners.Queue.WaitingTime                 --         --         --         --          0
Hold 20.Queue.WaitingTime                       --         --         --         --          0
crowns polishing.Queue.WaitingTime              --         --         --         --          0
Restoration Examination.Queue.WaitingTime   .00000     .00000     .00000     .00000      14578    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime            --         --         --         --          0
sonication and acid etched.Queue.WaitingTi  .09035     (Insuf)    .00000     .58333        297    
normal fixtures 3DP.Queue.WaitingTime       .00000     .00000     .00000     .00000       1144    
Batch 4.Queue.WaitingTime                   8.4473     .38073     .00000     64.000       5720    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

total titanium Value                        8206.8     (Corr)     1074.0     15490.     15490.    
Dentures revenue Value                       1.8380E+5 (Corr)     28151.      3.3766E+5  3.3766E+5
teeth A2 resin inventory Value              80.000     (Insuf)    80.000     80.000     80.000    
Restoration revenue Value                   69341.     (Corr)     10766.      1.2755E+5  1.2755E+5
base LP resin inventory Value               150.00     (Insuf)    150.00     150.00     150.00    
Dentures base LP resin usage Value          4200.0     (Insuf)    4200.0     4200.0     4200.0    
Implant revenue Value                        1.5077E+5 (Corr)     19593.      2.8583E+5  2.8583E+5
resin inventory Value                       10.000     (Insuf)    10.000     10.000     10.000    
total resin Value                           990.00     (Insuf)    990.00     990.00     990.00    
Orthodontics revenue Value                   5.9910E+5 (Corr)     90848.      1.1182E+6  1.1182E+6
grey resin inventory Value                  40.000     (Insuf)    40.000     40.000     40.000    
total grey resin Value                      560.00     (Insuf)    560.00     560.00     560.00    
titanium inventory Value                    200.80     (Corr)     .00000     400.00     110.00    
Dentures teeth A2 resin usage Value         3920.0     (Insuf)    3920.0     3920.0     3920.0    
Entity 1.WIP                                6.0000     (Insuf)    6.0000     6.0000     6.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          8489.3     (Corr)     1101.0     15920.     15920.    
Implant type 1.WIP                          2445.3     (Corr)     303.00     4767.0     4767.0    
patient.WIP                                 .31263     (Corr)     .00000     1.0000     1.0000    
dentures_patient.WIP                        11506.     (Corr)     913.00     21925.     21925.    
Implant_patient.WIP                         190.22     (Corr)     108.00     230.00     201.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    8457.1     (Corr)     1261.0     15801.     15801.    
restorative_patient.WIP                     17249.     (Corr)     2635.0     31792.     31792.    
post curing machine.NumberBusy              .00000     (Insuf)    .00000     .00000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .00000     (Insuf)    .00000     .00000     .00000    
Restoration doctor 2.NumberBusy             .15115     .00286     .00000     1.0000     .00000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .15115     .00286     .00000     1.0000     .00000    
Restoration doctor 1.NumberBusy             .15064     .00290     .00000     1.0000     .00000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .15064     .00290     .00000     1.0000     .00000    
3DP.NumberBusy                              .02632      8.0082E-4 .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .01316      4.0041E-4 .00000     1.0000     .00000    
Scanner.NumberBusy                          .31271     .00251     .00000     1.0000     .00000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31271     .00251     .00000     1.0000     .00000    
Denture doctor.NumberBusy                   .24266     .00527     .00000     1.0000     .00000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .24266     .00527     .00000     1.0000     .00000    
orthodontist doctor.NumberBusy              .30151     .00747     .00000     1.0000     1.0000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .30151     .00747     .00000     1.0000     1.0000    
polisher.NumberBusy                         .01494      4.5205E-4 .00000     1.0000     .00000    
